,NID,Code,State,Error line,Error
1081,d0590727,"a= int(input(""""))
for i in range(a):
   for j in range(a):
       if(j+1<a-i):
          print("" "",end='')
       if(j>=a-i):
           print(""* "",end='')
       if(j==a-i):
           if(""*"")",Compile Error,9,SyntaxError: invalid syntax
1082,d0590727,"a=int(input(""""))
for i in range(a):
    for j in range(a):
        if(j+1<a-i):
           print(""  "",end='')
        if(j>=a-i):
           print(""* "",end='')
        if(j==a-1):
           if(""*"")",Compile Error,9,SyntaxError: invalid syntax
1083,d0590727,"a=int(input(""""))
for i in range(a):
    for j in range(a):
        if(j+1<a-i):
           print(""  "",end='')
        if(j>=a-i):
           print(""*  "",end='')
        if(j==a-1):
           if(""*"")",Compile Error,9,SyntaxError: invalid syntax
1084,d0590727,"a =int(input(""""))
for i in range(a):
    for j in range(a):
        if(j+1<a-i):
           print(""  "",end='')
        if(j>=a-i):
           print(""*  "",end='')
        if(j==a-1):
           if(""*"")",Compile Error,9,SyntaxError: invalid syntax
1085,d0590727,"a =int(input(""""))
for i in range(a):
    for j in range(a):
        if(j+1<a-i):
           print(""  "",end='')
        if(j>=a-i):
           print(""*  "",end='')
        if(j==a-1):
           if(""*"")
 print(a)",Compile Error,9,SyntaxError: invalid syntax
1086,d0590685,"for i in range(1,n+1):
　　for j in range(1,n+1):
　　　　if i+j<=n:
　　　　　　print(' ',end=' ')
        else:
　　　　　　print('*',end=' ')
        print()",Compile Error,1,Variable or function not defined
1087,d0590685,"for i in range(1,n+1):
　　for j in range(1,n+1):
　　　　if i+j<=n:
　　　　　　print(' ',end=' ')
        else:
　　　　　　print('*',end=' ')
　　print()",Compile Error,1,Variable or function not defined
1088,d0590685,"for i in range(1,n+1):
        for j in range(1,n+1):
            if i+j<=n:
                print(' ',end=' ')
            else:
                print('*',end=' ')
        print()",Runtime Error,1,Variable or function not defined
1089,d0590685,"for i in range(1,n+1):
　　for j in range(1,n+1):
　　　　if i+j<=n:
　　　　print(' ',end=' ')
　　　　else:
　　　　print('*',end=' ')
　　print()",Compile Error,4,IndentationError
1090,d0590685,"for i in range(1,n+1):
for j in range(1,n+1):
　　if i+j<=n:
　　print(' ',end=' ')
　　else:
　　print('*',end=' ')
print()",Compile Error,2,IndentationError
1091,d0590685,"for i in range(1,n+1):
  for j in range(1,n+1):
   if i+j<=n:
    print(' ',end=' ')
   else:
    print('*',end=' ')
print()",Runtime Error,2,IndentationError
1092,d0590685,"S=""""
for i in range(1,input()):
a=input()-i
S+="" ""*a
for j in range(1,i+1):
S+=""*""
S+=""\n""  
print(S)",Compile Error,3,IndentationError
1093,d0590685,"S=""""
for i in range(1,input()):
    a=input()-i
    S+="" ""*a
    for j in range(1,i+1):
        S+=""*""
    S+=""\n""  
print(S)",Runtime Error,2,Data Type Error
1094,d0590685,"S=""""
m = int(input())
  for i in range(1,m):
    a=m-i
    S+="" ""*a
    for j in range(1,i+1):
        S+=""*""
    S+=""\n""  
print(S)",Compile Error,3,IndentationError
1095,d0590685,"S=""""
m = int(input())
  for i in range(1,m):
    a = m-i
    S+="" ""*a
    for j in range(1,i+1):
        S+=""*""
    S+=""\n""  
print(S)",Compile Error,3,IndentationError
1096,d0590685,"S=""""
m = int(input())
  for i in range(1,m):
    a = m - i
    S+ = "" ""*a
    for j in range(1,i+1):
        S+ = ""*""
    S+ = ""\n""  
print(S)",Compile Error,3,IndentationError
1097,d0590685,"S = """"
m = int(input())
  for i in range(1,m):
    a = m - i
    S+ = "" ""*a
    for j in range(1,i+1):
        S+ = ""*""
    S+ = ""\n""  
print(S)",Compile Error,3,IndentationError
1098,d0590685,"S = """"
m = int(input())
  for i in range(1,m):
    a = m - i
    S+ = "" "" * a
    for j in range(1,i+1):
        S+ = ""*""
    S+ = ""\n""  
print(S)",Compile Error,3,IndentationError
1099,d0590685,"S = "" ""
m = int(input())
  for i in range(1,m):
    a = m - i
    S+ = "" "" * a
    for j in range(1,i+1):
        S+ = ""*""
    S+ = ""\n""  
print(S)",Compile Error,3,IndentationError
1100,d0590685,"S = "" ""
m = int(input())
  for i in range(1,m):
      a = m - i
      S+ = "" "" * a
      for j in range(1,i+1):
          S+ = ""*""
      S+ = ""\n""  
print(S)",Compile Error,3,IndentationError
1101,d0590685,"S=""""
m=int(input())
  for i in range(1,m):
      a=m-i
      S+="" ""*a
      for j in range(1,i+1):
          S+=""*""
      S+=""\n""  
print(S)",Compile Error,3,IndentationError
1102,d0590685,"S=""""
m=int(input())
    for i in range(1,m):
        a=m-i
        S+="" ""*a
        for j in range(1,i+1):
            S+=""*""
        S+=""\n""  
print(S)",Compile Error,3,IndentationError
1103,d0590685,"S=""""
m=int(input())
  for i in range(1,m):
      a=m-i
      S+="" ""*a
      for j in range(1,i+1):
          S+=""*""
      S+=""\n""  
print(S)",Compile Error,3,IndentationError
1104,d0590685,"S=""""
m=int(input())
  for i in range(1,m+1):
      a=m-i
      S+="" ""*a
      for j in range(1,i+1):
          S+=""*""
      S+=""\n""  
print(S)",Compile Error,3,IndentationError
1105,d0590685,"S=""""
m=int(input())
 for i in range(1,m):
      a=m-i
      S+="" ""*a
      for j in range(1,i+1):
          S+=""*""
      S+=""\n""  
print(S)",Compile Error,3,IndentationError
1106,d0590685,"S=""""
m=int(input())
 for i in range(1,m):
     a=m-i
     S+="" ""*a
     for j in range(1,i+1):
         S+=""*""
     S+=""\n""  
print(S)",Compile Error,3,IndentationError
1107,d0590685,"S=""""
m=int(input())
 for i in range(1,m+1):
     a=m-i
     S+="" ""*a
     for j in range(1,i+1):
         S+=""*""
     S+=""\n""  
print(S)",Compile Error,3,IndentationError
1108,d0590685,"S=""""
m=int(input())
 for i in range(1,m):
     a=(m-1)-i
     S+="" ""*a
     for j in range(1,i+1):
         S+=""*""
     S+=""\n""  
print(S)",Compile Error,3,IndentationError
1109,d0590685,"S=""""
m=int(input())
 for i in range(1,m):
     a=m-1-i
     S+="" ""*a
     for j in range(1,i+1):
         S+=""*""
     S+=""\n""  
print(S)",Compile Error,3,IndentationError
1110,d0786880,"a = int(input())
m = a-2
for i in range(0,a):
	for j in range(0,a):
		if(j>m):
			if(j==a-1):
				print(""*"")
                break
            print(""* "",end="""")
        else:
			print(""  "",end="""")
    m-=1",Compile Error,8,IndentationError
1111,d0786880,"a = int(input())
m = a-2
for i in range(0,a):
	for j in range(0,a):
		if(j>m):
			if(j==a-1):
				print(""*"")
                break
            print(""* "",end="""")
        else:
			print(""  "",end="""")
    m-=1",Compile Error,8,IndentationError
1112,d0786880,"a = int(input())
m = a-2
for i in range(0,a):
	for j in range(0,a):
		if(j>m):
			if(j==a-1):
				print(""*"")
                  break
            print(""* "",end="""")
        else:
			print(""  "",end="""")
    m-=1",Compile Error,8,IndentationError
1113,d0786880,"a = int(input())
m = a-2
for i in range(0,a):
	for j in range(0,a):
		if(j>m):
			if(j==a-1):
				print(""*"")
                  	break
            print(""* "",end="""")
        else:
			print(""  "",end="""")
    m-=1",Compile Error,8,IndentationError
1114,d0786880,"a = int(input())
m = a-2
for i in range(0,a):
	for j in range(0,a):
		if(j>m):
			if(j==a-1):
				print(""*"")
                  		break
            print(""* "",end="""")
        else:
			print(""  "",end="""")
    m-=1",Compile Error,8,IndentationError
1115,d0786880,"#!/bin/python3
a = int(input())
for i in range(a):
	for j in range(a):
		if(j+1<a-i):
			print(""  "",end="""")
        if(j>=a-i):
			print(""* "",end="""")
        if(j==a-1):print(""*"")",Compile Error,7,IndentationError
1116,d0786880,"#!/bin/python3
a = int(input())
for i in range(a):
	for j in range(a):
		if(j+1<a-i):print(""  "",end="""")
        if(j>=a-i):print(""* "",end="""")
        if(j==a-1):print(""*"")",Compile Error,6,IndentationError
1117,d0786880,"#!/bin/python3
a = int(input())
for i in range(a):
	for j in range(a):
        if(j+1<a-i):print(""  "",end="""")
        if(j>=a-i):print(""* "",end="""")
        if(j==a-1):print(""*"")",Compile Error,5,IndentationError
1118,d0786880,"a=int(input())
m=a-2
for i in range(0,a):
  for i in range(0,a):
    if(j>m):
      if(j==a-1):
        print(""*"")
        break
      print(""* "",end="""")
    else:
      print(""  "",end="""")
m-=1",Runtime Error,4,IndentationError
1119,d0786880,"a=int(input())
m=a-2
for i in range(0,a):
  for i in range(0,a):
    if(j>m):
      if(j==a-1):
        print(""*"")
        break
      print(""* "",end="""")
    else:
      print(""  "",end="""")
  m-=1",Runtime Error,4,IndentationError
1120,d0549216,"a=int(input(""""))
for i in range(a):
    for j in range(a):
        if(j+1<a-i):
            print("" "",end="")
        if(j>=a-i):
            print(""*"",end="")
        if(j==a-1):
            print(""*"")",Compile Error,5,SyntaxError: EOL while scanning string literal
1121,d0549216,"a=int(input(""""))
for i in range(a):
    for j in range(a):
        if(j+1<a-i):
            print(""*"",end="")
        if(j>=a-i):
            print(""*"",end="")
        if(j==a-1):
            print(""*"")",Compile Error,5,SyntaxError: EOL while scanning string literal
1122,d0549216,"a=int(input(""""))
for i in range(a):
    for j in range(a):
        if(j+1<a-i):
            print("" "",end="")
        if(j>=a-i):
            print(""*"",end="")
        if(j==a-1):
            print(""*"")",Compile Error,5,SyntaxError: EOL while scanning string literal
1123,d0549216,"a=int(input(""""))
for i in range(a):
    for j in range(a):
        if(j+1<a-i):
           print("" "",end="")
        if(j>=a-i):
           print(""*"",end="")
        if(j==a-1):
           print(""*"")",Compile Error,5,SyntaxError: EOL while scanning string literal
1124,d0549216,"a=int(input(""""))
for i in range(a):
    for j in range(a):
        if(j+1<a-i):
           print("" "",end="")
        if(j>=a-i):
           print(""* "",end="")
        if(j==a-1):
           print(""*"")",Compile Error,5,SyntaxError: EOL while scanning string literal
1125,d0549216,"#!/bin/python3
a=int(input(""""))
for i in range(a):
    for j in range(a):
        if(j+1<a-i):
           print("" "",end="")
        if(j>=a-i):
           print(""* "",end="")
        if(j==a-1):
           print(""*"")",Compile Error,6,SyntaxError: EOL while scanning string literal
1126,d0549216,"a=int(input(""""))
for i in range(a):
    for j in range(a):
        if(j+1<a-i):
            print("" "",end="")
        if(j>=a-i):
            print(""* "",end="")
        if(j==a-1):
            print(""*"")",Compile Error,5,SyntaxError: EOL while scanning string literal
1127,d0549216,"a=int(input(""""))
for i in range(a):
    for j in range(a):
        if(j+1<a-i):
            print("" "",end="")
        if(j>=a-i):
            print(""* "",end="")
        if(j==a-1):	print(""*"")",Compile Error,5,SyntaxError: EOL while scanning string literal
1128,d0549216,"a=int(input(""""))
for i in range(a):
    for j in range(a):
        if(j+1<a-i):
            print("" "",end="")
        if(j>=a-i):
            print(""* "",end="")
        if(j==a-1):
            print(""*"")",Compile Error,5,SyntaxError: EOL while scanning string literal
1129,d0608004,"for i in range(input""""):
  for j in range(i-1):
      print("" "", end='')
      print(""*"",end='')
  print ()",Compile Error,1,SyntaxError: invalid syntax
1130,d0511408,"for i in range(1, star + 1):
    for j in range(1, star + 1):
        if i + j <= star:
            print(' ',end=' ')
        else:
            print('*',end=' ')
    print()",Runtime Error,1,Variable or function not defined
1131,d0529181,"d = 0
while d<3:
    n = int(input())
    a=0

    k = 2*n-2
# number of row
    for i in range(1,n+1):
    # the space infront
        for j in range(0,k):
            print(end="" "")
        k = k - 2
    # the stars
    
        for j in range(1,i):
            print(""* "",end="""")
    
        print(""*"",end="""")
    
        print(""\r"")
    d = d+1",Runtime Error,0,OJ Error
1132,d0539655,"for i in range():
    for j in range(-i-1):
        print(""  "",end='')
    for k in range(i+1):
        print("" *"",end='')
    print()",Runtime Error,1,SyntaxError: invalid syntax
1133,d0887303,"a= int(input())
for i in range(a):
    for j in range(i-j-1):
        print (""*"", end=' ')
    print()",Runtime Error,3,Variable or function not defined
1134,d0617304,"n =input()
for j in range(1,n+2):
    for i in range(n,0,-1):
        if(i >= j):
            print('  ', end='')
        else:
            print('* ', end='')
    print('\n')",Runtime Error,2,Data Type Error
1135,d0543117,"a = int(input())
if a == 3 :
    print(""    * "")
    print(""  * * "")
    print(""* * * "")
else if a == 5:
    print(""        *"")
    print(""      * *"")
    print(""    * * *"")
    print(""  * * * *"")
    print(""* * * * *"")
else if a==10:
    print(""                  *"")
    print(""                * *"")
    print(""              * * *"")
    print(""            * * * *"")
    print(""          * * * * *"")
    print(""        * * * * * *"")
    print(""      * * * * * * *"")
    print(""    * * * * * * * *"")
    print(""  * * * * * * * * *"")
    print(""* * * * * * * * * *"")",Compile Error,6,SyntaxError: invalid syntax
1136,d0789508,"a=int(input())
b=int(input())
c=a%b
d=b%c
f=c%d
if f==0:
print('GCD =', 3)",Compile Error,7,IndentationError
1137,d0789508,"a=int(input())
b=int(input())
c=a%b
d=b%c
f=c%d
if f==0:
print('GCD =', c)",Compile Error,7,IndentationError
1138,d0789508,"def hcf(x, y):  
if x > y:
       smaller = y
   else:
       smaller = x
 
   for i in range(1,smaller + 1):
       if((x % i == 0) and (y % i == 0)):
           hcf = i
 
   return hcf",Compile Error,2,IndentationError
1139,d0789508,"參考答案：
a = int(input())
b = int(input())
c = a%b
while(c!=0):
    a = b
    b = c
    c = a%b
print(""GCD = ""+str(b))",Compile Error,1,SyntaxError: invalid character in identifier
1140,d0750078,"a=int(input(''))
b=int(input(''))
while (m > 0):
        a = b
        b = m
        m = a % b
print(b)",Runtime Error,0,No output
1141,d0750078,"a=int(input(''))
b=int(input(''))
while (m > 0):
        a = b
        b = m
        m = a % b
print('GCD = ',b)",Runtime Error,0,No output
1142,d0750078,"a=int(input(''))
b=int(input(''))
while (m > 0):
        a = b
        b = m
        m = a % b
print(""GCD = "",b)",Runtime Error,0,No output
1143,d0646275,"a=input()
b=input()
while b:
 c=a%b
 a=b
 b=c
print(""GCD = %d""%(c))",Runtime Error,0,No output
1144,d0646275,"a=input()
b=input()
while b>0:
 c=a%b
 a=b
 b=c
print(""GCD = %d""%(c))",Runtime Error,0,No output
1145,d0646275,"a=input()
b=input()
c=0
while b>0:
 c=a%b
 a=b
 b=c
print(""GCD = %d""%(c))",Runtime Error,0,No output
1146,d0572176,"a = int(input())
b = int(input())
c=a%b
while(c!=0)
  a = b
  b = c
  c = a%b
print(""GCD = ""+str(b))",Compile Error,4,SyntaxError: invalid syntax
1147,d0536475,"a=int(input())
b=int(input())
for i in range(a+1):
   if a%3!=0 and b%3!=0:
      GCD=a//3
print(""GCD="",GCD)",Runtime Error,5,IndentationError
1148,d0536475,"a=int(input())
b=int(input())
if a%b>0:
   b%(a%b)
elif b%(a%b)>0:
   (a%b)%(b%(a%b))
elif (a%b)%(b%(a%b))==0:
    GCD=b%(a%b)
    
print(""GCD="",GCD)",Runtime Error,4,IndentationError
1149,d0536475,"a=int(input())
b=int(input())
if a%b>0:
   b%(a%b)
elif b%(a%b)>0:
   (a%b)%(b%(a%b))
elif (a%b)%(b%(a%b))==0:
    GCD=b%(a%b)
print(""GCD="",GCD)",Runtime Error,4,IndentationError
1150,d0536475,"a=int(input())
b=int(input()) 
c=a%b
if a%b!=0:
   a=b
   b=a%b
   c=a%b
else:
   print(""GCD = ""+str(b))",Runtime Error,5,IndentationError
1151,d0613326,"a=int(input())
b=int(input())
if a < b:
   a,b = b,a
y = a % b
if y == 0:
    return b
else:
    a,b = b, y
    return gcd(a,b)
print(""GCD ="",gcd)",Compile Error,7,SyntaxError: 'return' outside function
1152,d0733610,"def gcd(a, b):
f a < b:
a, b = b, a
y = a % b
if y == 0:
return b
else:
a, b = b, y
return gcd(a,b)
print gcd(35,100)",Compile Error,2,IndentationError
1153,d0733610,"def gcd(a, b):
if a < b:
a, b = b, a
y = a % b
if y == 0:
return b
else:
a, b = b, y
return gcd(a,b)
print gcd(35,100)",Compile Error,2,IndentationError
1154,d0733610,"def gcd(a, b):
    if a < b:
    a, b = b, a
    y = a % b
         if y == 0:
         return b
else:
a, b = b, y
return gcd(a,b)
print gcd(35,100)",Compile Error,3,IndentationError
1155,d0733610,"def gcd(a,b):
    if a < b :
        a,b=b,a
        y=a%b
          if y==0
return b
    else:
        a,b=b,y
        return gcd(a,b)
print gcd(a,b)",Compile Error,5,IndentationError
1156,d0733610,"def gcd(m, n):
    return m if n == 0 else gcd(n, m % n)

def lcm(m, n):
    return m * n // gcd(m, n)
    
m = int(input(""輸入 m：""))
n = int(input(""輸入 n：""))
print(""Gcd: "", gcd(m, n))
print(""Lcm: "", lcm(m, n))",Runtime Error,0,OJ Error
1157,d0733610,"a = int()
b = int()
m = a % b
while (m > 0):
        a = b
        b = m
        m = a % b
print(b)",Runtime Error,3,SyntaxError: invalid syntax
1158,d0733610,"a = input(int())
b = input(int())
m = a % b
while (m > 0):
        a = b
        b = m
        m = a % b
print(b)",Runtime Error,3,Data Type Error
1159,d0733610,"a = input(int(15))
b = input(int(9))
m = a % b
while (m > 0):
        a = b
        b = m
        m = a % b
print(b)",Runtime Error,3,Data Type Error
1160,d0733610,"a =
b =
m = a % b
while (m > 0):
        a = b
        b = m
        m = a % b
print(b)",Compile Error,1,SyntaxError: invalid syntax
1161,d0733610,"a =int()
b =int()
m = a % b
while (m > 0):
        a = b
        b = m
        m = a % b
print(b)",Runtime Error,3,SyntaxError: invalid syntax
1162,d0382072,"a = int(input())
b = int(input()) 
  
if a < b:
	a, b = b, a
y = a % b
if y == 0:
	return b
else:	
	a, b = b, y",Compile Error,8,SyntaxError: 'return' outside function
1163,d0382072,"a = int(input())
b = int(input()) 
while(y!=0):  
	if a < b:
		a, b = b, a
	y = a % b
	if y == 0:
		print(""GCD = "",b)
	else:	
		a, b = b, y",Runtime Error,3,Variable or function not defined
1164,d0382072,"a = int(input())
b = int(input()) 
int y =0;
while(y!=0):  
	if a < b:
		a, b = b, a
	y = a % b
	if y == 0:
		print(""GCD = "",b)
	else:	
		a, b = b, y",Compile Error,3,SyntaxError: invalid syntax
1165,d0382072,"a = int(input())
b = int(input()) 
 y =0;
while(y!=0):  
	if a < b:
		a, b = b, a
	y = a % b
	if y == 0:
		print(""GCD = "",b)
	else:	
		a, b = b, y",Compile Error,3,IndentationError
1166,d0809311,"a=int(input())
b=int(input())
a1=float(0)
a2=float(0)
s=int(1)

for i in range(1,num1+num2):
    a1=a%i
    a2=b%i
    print(a1)
    if a1==0 and a2==0 :
        s=s*i
print(""GCD = "",s)",Runtime Error,7,Variable or function not defined
1167,d0651566,"a = int(input())
b = int(input())
gcd(a, b):
    while b != 0:
        t = a % b
        a = b
        b = t
    return a
    print(""GCD ="",b)",Compile Error,3,SyntaxError: invalid syntax
1168,d0786880,"a = int(input())
b = int(input())
remainder = 1
while(remainder!=0)
  remainder=a%b
  a=b
  b=remainder
print(""GCD = %d""%a)",Compile Error,4,SyntaxError: invalid syntax
1169,d0590727,"m = int(intput())
n = int(intput())
  
x=m % n
while(x > 0):
        m = n 
        n = x
        x = m % n
print(""GCD ="",n)",Runtime Error,1,Variable or function not defined
1170,d0590685,"def GCD(a, b):
    return a if b == 0 else GCD(b, a % b)

def LCM(a, b):
    return a * b // GCD(a, b)
    
a = int(input(""輸入 a：""))
b = int(input(""輸入 b：""))
print(""GCD: "", GCD(a, b))
print(""LCM: "", LCM(a, b))",Runtime Error,0,OJ Error
1171,d0649812,"a = int(input())
b = int(input())

while (m > 0):
    m = a%b
    a = b
    a = m
    m = a%b
    print(b)",Runtime Error,0,OJ Error
1172,d0649812,"a = int(input())
b = int(input())

m = a % b
while (m > 0):
        a = b
        b = m
        m = a % b
print(""GCD = ""b)",Compile Error,9,SyntaxError: invalid syntax
1173,d0527705,"def gcd(m, n):
    return m if n == 0 else gcd(n, m % n)

def lcm(m, n):
    return m * n // gcd(m, n)
    
m = int(input(""輸入 m：""))
n = int(input(""輸入 n：""))
print(""GCD = "", gcd(m, n))",Runtime Error,0,OJ Error
1174,d0527705,"def gcd(m, n):
    return m if n == 0 else gcd(n, m % n)

def lcm(m, n):
    return m * n // gcd(m, n)
    
m = int(input(""輸入 m：""))
n = int(input(""輸入 n：""))
print('GCD = {}'.format(gcd(m, n)))",Runtime Error,0,OJ Error
1175,d0511408,"a = int(input())
b = int(input())

if a > b:
    while(b):
        r = a % b
        a = b
        b = r
else: 
    while(a):
        r = b % a
        b = a
        a = r
print(""GCD = "" + a)",Runtime Error,14,Data Type Error
1176,d0848951,"first = int(input(""第一個數字: ""))
second = int(input(""第二個數字: ""))
while( first > 0 and second > 0 ):          
         if( first > second ):          
                first = first % second
        else:
                second = second % first
if( first == 0 ):          
        print(""最大公因數為"" + str(second))
else:
        print(""最大公因數為"" + str(first))",Compile Error,6,IndentationError
1177,d0848951,"a = int(input(""第一個數字: ""))
b = int(input(""第二個數字: ""))
while( first > 0 and second > 0 ):          
         if( first > second ):          
                first = first % second
        else:
                second = second % first
if( first == 0 ):          
        print(""最大公因數為"" + str(second))
else:
        print(""最大公因數為"" + str(first))",Compile Error,6,IndentationError
1178,d0848951,"a = int(input(""第一個數字: ""))
b = int(input(""第二個數字: ""))
while( first > 0 and second > 0 ):          
         if( first > second ):          
                first = first % second
        else 
              second = second % first
if( first == 0 ):          
        print(""最大公因數為"" + str(second))
else:
        print(""最大公因數為"" + str(first))",Compile Error,6,IndentationError
1179,d0848951,"a = int(input(""第一個數字: ""))
b = int(input(""第二個數字: ""))
while( first > 0 and second > 0 ):          
         if( first > second ):          
                first = first % second
        else: 
              second = second % first
if( first == 0 ):          
        print(""最大公因數為"" + str(second))
else:
        print(""最大公因數為"" + str(first))",Compile Error,6,IndentationError
1180,d0848951,"a = int(input(""第一個數字: ""))
b = int(input(""第二個數字: ""))
while( first > 0 and second > 0 ):          
         if( first > second ):          
                first = first % second
        else: 
               second = second % first
if( first == 0 ):          
        print(""最大公因數為"" + str(second))
else:
        print(""最大公因數為"" + str(first))",Compile Error,6,IndentationError
1181,d0848951,"a = int(input(""第一個數字: ""))
b = int(input(""第二個數字: ""))
while( first > 0 and second > 0 ):          
         if( first > second ):          
                first = first % second
        else: 
               first = second % first
if( first == 0 ):          
        print(""最大公因數為"" + str(second))
else:
        print(""最大公因數為"" + str(first))",Compile Error,6,IndentationError
1182,d0848951,"a = int(input(""第一個數字: ""))
b = int(input(""第二個數字: ""))
while( first > 0 and second > 0 ):          
         if( first > second ):          
                first = first % second
        else: 
               second= second % first
if( first == 0 ):          
        print(""最大公因數為"" + str(second))
else:
        print(""最大公因數為"" + str(first))",Compile Error,6,IndentationError
1183,d0848951,"a = int(input(""第一個數字: ""))
b = int(input(""第二個數字: ""))
while( first > 0 and second > 0 ):          
         if( first > second ):          
                first = first % second
        else: 
               second= second % first
if( first == 0 ):          
        print(""GCD="" + str(second))
else:
        print(""GCD="" + str(first))",Compile Error,6,IndentationError
1184,d0848951,"a = int(input(""第一個數字: ""))
b = int(input(""第二個數字: ""))
while( first > 0 and second > 0 ):          
         if( first > second ):          
             first = first % second
        else: 
             second= second % first
if( first == 0 ):          
        print(""GCD="" + str(second))
else:
        print(""GCD="" + str(first))",Compile Error,6,IndentationError
1185,d0848951,"a = int(input(""第一個數字: ""))
b = int(input(""第二個數字: ""))
while( first > 0 and second > 0 ):          
if( first > second ):          
             first = first % second
else: 
             second= second % first
if( first == 0 ):          
        print(""GCD="" + str(second))
else:
        print(""GCD="" + str(first))",Compile Error,4,IndentationError
1186,d0848951,"a = int(input(""第一個數字: ""))
b = int(input(""第二個數字: ""))
while( first > 0 and second > 0 ):          
if( a > b ):          
     a = a % b
else( b > a ): 
     b= b % a
if( a == 0 ):          
        print(""GCD="" + str(b))
else:
        print(""GCD="" + str(a))",Compile Error,4,IndentationError
1187,d0848951,"a = int(input(""第一個數字: ""))
b = int(input(""第二個數字: ""))
while( a > 0 and b > 0 ):          
if( a > b ):          
     a = a % b
else( b > a ): 
     b= b % a
if( a == 0 ):          
        print(""GCD="" + str(b))
else:
        print(""GCD="" + str(a))",Compile Error,4,IndentationError
1188,d0848951,"a = int(input(""第一個數字: ""))
b = int(input(""第二個數字: ""))
while( a > 0 and b > 0 ):          
if( a > b ):          
     a = a % b
else( b > a ): 
     b= b % a
if( a == 0 ):          
        print(""GCD="" + str(b))
else:
        print(""GCD="" + str(a))",Compile Error,4,IndentationError
1189,d0848951,"a = int(input(""第一個數字: ""))
b = int(input(""第二個數字: ""))
while( a > 0 and b > 0 ):          
      if( a > b ):          
                    a = a % b
      else( b > a ): 
                    b= b % a
if( a == 0 ):          
        print(""GCD="" + str(b))
else:
        print(""GCD="" + str(a))",Compile Error,6,SyntaxError: invalid syntax
1190,d0848951,"a = int(input(""第一個數字: ""))
b = int(input(""第二個數字: ""))
while( a > 0 and b > 0 ):          
      if( a > b ):          
                    a = a % b
      else: 
                    b= b % a
if( a == 0 ):          
        print(""GCD="" + str(b))
else:
        print(""GCD="" + str(a))",Runtime Error,0,OJ Error
1191,d0848951,"first = int(input(""第一個數字: ""))
second = int(input(""第二個數字: ""))
while( first > 0 and second > 0 ):          
         if( first > second ):          
                first = first % second
        else:
                second = second % first
if( first == 0 ):         \
        print(""GCD="" + str(second))
else:
        print(""GCD="" + str(first))",Compile Error,6,IndentationError
1192,d0848951,"first = int(input(""第一個數字: ""))
second = int(input(""第二個數字: ""))
while( first > 0 and second > 0 ):          
         if( first > second ):          
                first = first % second
        else:
                second = second % first
if( first == 0 ):         
        print(""GCD="" + str(second))
else:
        print(""GCD="" + str(first))",Compile Error,6,IndentationError
1193,d0848951,"a = int(input(""第一個數字: ""))
b = int(input(""第二個數字: ""))
while( a > 0 and b > 0 ):          
         if( a > b ):          
                a = a % b
        else:
                b = b % a
if( first == 0 ):         
        print(""GCD="" + str(b))
else:
        print(""GCD="" + str(a))",Compile Error,6,IndentationError
1194,d0848951,"a = int(input(""第一個數字: ""))
b = int(input(""第二個數字: ""))
while( a > 0 and b > 0 ):          
         if( a > b ):          
                a = a % b
        else:
                b = b % a
if( a == 0 ):         
        print(""GCD="" + str(b))
else:
        print(""GCD="" + str(a))",Compile Error,6,IndentationError
1195,d0848951,"a = int(input(""第一個數字: ""))
b = int(input(""第二個數字: ""))
while( a > 0 and b > 0 ):          
         if( a > b ):          
                a = a % b
        else:
             b = b % a
if( a == 0 ):         
        print(""GCD="" + str(b))
else:
        print(""GCD="" + str(a))",Compile Error,6,IndentationError
1196,d0848951,"a = int(input(""第一個數字: ""))
b = int(input(""第二個數字: ""))
while( a > 0 and b > 0 ):          
         if( a > b ):          
             a = a % b
        else:
             b = b % a
if( a == 0 ):         
        print(""GCD="" + str(b))
else:
        print(""GCD="" + str(a))",Compile Error,6,IndentationError
1197,d0848951,"a = int(input(a))
b = int(input(b))
while( a > 0 and b > 0 ):          
         if( a > b ):          
             a = a % b
        else:
             b = b % a
if( a == 0 ):         
        print(""GCD="" + str(b))
else:
        print(""GCD="" + str(a))",Compile Error,6,IndentationError
1198,d0848951,"a = int(input(a))
b = int(input(b))
while( a > 0 and b > 0 ):          
         if:          
             a = a % b
        else:
             b = b % a
if( a == 0 ):         
        print(""GCD="" + str(b))
else:
        print(""GCD="" + str(a))",Compile Error,4,SyntaxError: invalid syntax
1199,d0848951,"a = int(input(a))
b = int(input(b))
while( a > 0 and b > 0 ):          
         if(a>b):          
             a = a % b
        else:
             b = b % a
if( a == 0 ):         
        print(""GCD="" + str(b))
else:
        print(""GCD="" + str(a))",Compile Error,6,IndentationError
1200,d0848951,"a = int(input(a))
b = int(input(b))
while( a > 0 and b > 0 ):          
         if(a>b):          
             a = a % b
        else:
             b = b % a
if( a == 0 ):         
        print(""GCD="" + str(b))
else:
        print(""GCD="" + str(a))",Compile Error,6,IndentationError
1201,d0848951,"a = int(input(a))
b = int(input(b))
while( a > 0 and b > 0 ):          
         if(a>b):          
             a = a % b
        else(a<b):
             b = b % a
if( a == 0 ):         
        print(""GCD="" + str(b))
else:
        print(""GCD="" + str(a))",Compile Error,6,IndentationError
